id,z_battle_first_reward_set_id,item_id,item_type,quantity,card_exp_init
958,286,100083,AwakeningItem,5,0
959,286,8,PotentialItem,400,0
960,287,11,Point::Stone,1,0
961,287,100083,AwakeningItem,6,0
962,287,13,PotentialItem,40,0
963,288,11,Point::Stone,1,0
964,288,100083,AwakeningItem,7,0
965,288,3,PotentialItem,500,0
966,289,11,Point::Stone,1,0
967,289,100083,AwakeningItem,8,0
968,289,8,PotentialItem,400,0
969,289,1012250,Card,2,0
970,290,11,Point::Stone,1,0
971,290,100084,AwakeningItem,4,0
972,290,13,PotentialItem,40,0
973,291,11,Point::Stone,1,0
974,291,100084,AwakeningItem,5,0
975,291,3,PotentialItem,500,0
976,292,11,Point::Stone,1,0
977,292,100084,AwakeningItem,6,0
978,292,8,PotentialItem,400,0
979,293,11,Point::Stone,1,0
980,293,100084,AwakeningItem,7,0
981,293,13,PotentialItem,40,0
982,294,11,Point::Stone,1,0
983,294,100084,AwakeningItem,8,0
984,294,3,PotentialItem,500,0
985,294,8,PotentialItem,400,0
986,294,13,PotentialItem,40,0
987,294,1012250,Card,3,0
988,295,1005480,Card,1,765122
989,296,11,Point::Stone,1,0
990,296,1,PotentialItem,140,0
991,296,2,PotentialItem,140,0
992,296,3,PotentialItem,140,0
993,296,4,PotentialItem,140,0
994,296,5,PotentialItem,140,0
995,296,6,PotentialItem,80,0
996,296,7,PotentialItem,80,0
997,296,8,PotentialItem,80,0
998,296,9,PotentialItem,80,0
999,296,10,PotentialItem,80,0
1000,296,11,PotentialItem,7,0
1001,296,12,PotentialItem,7,0
1002,296,13,PotentialItem,7,0
1003,296,14,PotentialItem,7,0
1004,296,15,PotentialItem,7,0
1005,297,1005480,Card,1,765122
1006,298,11,Point::Stone,1,0
1007,298,100091,AwakeningItem,1,0
1008,298,1,PotentialItem,500,0
1009,299,11,Point::Stone,1,0
1010,299,100091,AwakeningItem,1,0
1011,299,2,PotentialItem,500,0
1012,300,11,Point::Stone,1,0
1013,300,100091,AwakeningItem,1,0
1014,300,3,PotentialItem,500,0
1015,301,11,Point::Stone,1,0
1016,301,100091,AwakeningItem,1,0
1017,301,4,PotentialItem,500,0
1018,302,11,Point::Stone,1,0
1019,302,100091,AwakeningItem,1,0
1020,302,5,PotentialItem,500,0
1021,302,1012230,Card,1,0
1022,303,11,Point::Stone,1,0
1023,303,100091,AwakeningItem,1,0
1024,303,6,PotentialItem,390,0
1025,304,11,Point::Stone,1,0
1026,304,100091,AwakeningItem,2,0
1027,304,7,PotentialItem,390,0
1028,305,11,Point::Stone,1,0
1029,305,100091,AwakeningItem,2,0
1030,305,8,PotentialItem,390,0
1031,306,11,Point::Stone,1,0
1032,306,100091,AwakeningItem,2,0
1033,306,9,PotentialItem,390,0
1034,307,11,Point::Stone,1,0
1035,307,100091,AwakeningItem,3,0
1036,307,10,PotentialItem,390,0
1037,307,1012240,Card,1,0
1038,308,11,Point::Stone,1,0
1039,308,100092,AwakeningItem,1,0
1040,308,11,PotentialItem,35,0
1041,309,11,Point::Stone,1,0
1042,309,100092,AwakeningItem,1,0
1043,309,12,PotentialItem,35,0
1044,310,11,Point::Stone,1,0
1045,310,100092,AwakeningItem,2,0
1046,310,13,PotentialItem,35,0
1047,311,11,Point::Stone,1,0
1048,311,100092,AwakeningItem,2,0
1049,311,14,PotentialItem,35,0
1050,312,11,Point::Stone,1,0
1051,312,100092,AwakeningItem,4,0
1052,312,15,PotentialItem,35,0
1053,312,1012250,Card,1,0
1054,313,11,Point::Stone,1,0
1055,313,100092,AwakeningItem,4,0
1056,313,1,PotentialItem,530,0
1057,314,11,Point::Stone,1,0
1058,314,100092,AwakeningItem,5,0
1059,314,2,PotentialItem,530,0
1060,315,11,Point::Stone,1,0
1061,315,100092,AwakeningItem,6,0
1062,315,3,PotentialItem,530,0
1063,316,11,Point::Stone,1,0
1064,316,100092,AwakeningItem,7,0
1065,316,4,PotentialItem,530,0
1066,317,11,Point::Stone,1,0
1067,317,100092,AwakeningItem,8,0
1068,317,5,PotentialItem,530,0
1069,317,1012260,Card,1,0
1070,318,11,Point::Stone,1,0
1071,318,100093,AwakeningItem,4,0
1072,318,6,PotentialItem,410,0
1073,319,11,Point::Stone,1,0
1074,319,100093,AwakeningItem,5,0
1075,319,7,PotentialItem,410,0
1076,320,11,Point::Stone,1,0
1077,320,100093,AwakeningItem,6,0
1078,320,8,PotentialItem,410,0
1079,321,11,Point::Stone,1,0
1080,321,100093,AwakeningItem,7,0
1081,321,9,PotentialItem,410,0
1082,322,11,Point::Stone,1,0
1083,322,100093,AwakeningItem,8,0
1084,322,10,PotentialItem,410,0
1085,322,1012270,Card,1,0
1086,323,11,Point::Stone,1,0
1087,323,100094,AwakeningItem,4,0
1088,323,11,PotentialItem,40,0
1089,324,11,Point::Stone,1,0
1090,324,100094,AwakeningItem,5,0
1091,324,12,PotentialItem,40,0
1092,325,11,Point::Stone,1,0
1093,325,100094,AwakeningItem,6,0
1094,325,13,PotentialItem,40,0
1095,326,11,Point::Stone,1,0
1096,326,100094,AwakeningItem,7,0
1097,326,14,PotentialItem,40,0
1098,327,11,Point::Stone,1,0
1099,327,100094,AwakeningItem,8,0
1100,327,15,PotentialItem,40,0
1101,327,1012230,Card,1,0
1102,327,1012240,Card,1,0
1103,327,1012250,Card,1,0
1104,327,1012260,Card,1,0
1105,327,1012270,Card,1,0
1106,328,1005480,Card,1,765122
1128,334,1,PotentialItem,150,0
1129,334,2,PotentialItem,150,0
1130,334,3,PotentialItem,150,0
1131,334,4,PotentialItem,150,0
1132,334,5,PotentialItem,150,0
1133,335,6,PotentialItem,90,0
1134,335,7,PotentialItem,90,0
1135,335,8,PotentialItem,90,0
1136,335,9,PotentialItem,90,0
1137,335,10,PotentialItem,90,0
1138,336,11,PotentialItem,15,0
1139,336,12,PotentialItem,15,0
1140,336,13,PotentialItem,15,0
1141,336,14,PotentialItem,15,0
1142,336,15,PotentialItem,15,0
1143,337,1013400,Card,1,0
1144,338,400,TrainingItem,1,0
1145,338,401,TrainingItem,1,0
1146,338,402,TrainingItem,1,0
1147,338,403,TrainingItem,1,0
1148,338,404,TrainingItem,1,0
1149,339,11,Point::Stone,1,0
1150,339,100101,AwakeningItem,1,0
1151,339,5,PotentialItem,370,0
1152,340,11,Point::Stone,1,0
1153,340,100101,AwakeningItem,1,0
1154,340,10,PotentialItem,270,0
1155,341,11,Point::Stone,1,0
1156,341,100101,AwakeningItem,1,0
1157,341,15,PotentialItem,20,0
1158,342,11,Point::Stone,1,0
1159,342,100101,AwakeningItem,1,0
1160,342,5,PotentialItem,370,0
1161,343,11,Point::Stone,1,0
1162,343,100101,AwakeningItem,1,0
1163,343,10,PotentialItem,270,0
1164,343,1012270,Card,1,0
1165,344,11,Point::Stone,1,0
1166,344,100101,AwakeningItem,1,0
1167,344,15,PotentialItem,20,0
1168,345,11,Point::Stone,1,0
1169,345,100101,AwakeningItem,2,0
1170,345,5,PotentialItem,370,0
1171,346,11,Point::Stone,1,0
1172,346,100101,AwakeningItem,2,0
1173,346,10,PotentialItem,270,0
1174,347,11,Point::Stone,1,0
1175,347,100101,AwakeningItem,2,0
1176,347,15,PotentialItem,20,0
1177,348,11,Point::Stone,1,0
1178,348,100101,AwakeningItem,3,0
1179,348,5,PotentialItem,370,0
1180,348,10,PotentialItem,270,0
1181,348,15,PotentialItem,20,0
1182,348,1012270,Card,1,0
1183,349,11,Point::Stone,1,0
1184,349,100102,AwakeningItem,1,0
1185,349,5,PotentialItem,430,0
1186,350,11,Point::Stone,1,0
1187,350,100102,AwakeningItem,1,0
1188,350,10,PotentialItem,330,0
1189,351,11,Point::Stone,1,0
1190,351,100102,AwakeningItem,2,0
1191,351,15,PotentialItem,30,0
1192,352,11,Point::Stone,1,0
1193,352,100102,AwakeningItem,2,0
1194,352,5,PotentialItem,430,0
1195,353,11,Point::Stone,1,0
1196,353,100102,AwakeningItem,4,0
1197,353,10,PotentialItem,330,0
1198,353,1012270,Card,2,0
1199,354,11,Point::Stone,1,0
1200,354,100102,AwakeningItem,4,0
1201,354,15,PotentialItem,30,0
1202,355,11,Point::Stone,1,0
1203,355,100102,AwakeningItem,5,0
1204,355,5,PotentialItem,430,0
1205,356,11,Point::Stone,1,0
1206,356,100102,AwakeningItem,6,0
1207,356,10,PotentialItem,330,0
1208,357,11,Point::Stone,1,0
1209,357,100102,AwakeningItem,7,0
1210,357,15,PotentialItem,30,0
1211,358,11,Point::Stone,1,0
1212,358,100102,AwakeningItem,8,0
1213,358,5,PotentialItem,430,0
1214,358,10,PotentialItem,330,0
1215,358,15,PotentialItem,30,0
1216,358,1012270,Card,2,0
1217,359,11,Point::Stone,1,0
1218,359,100103,AwakeningItem,4,0
1219,359,5,PotentialItem,500,0
1220,360,11,Point::Stone,1,0
1221,360,100103,AwakeningItem,5,0
1222,360,10,PotentialItem,400,0
1223,361,11,Point::Stone,1,0
1224,361,100103,AwakeningItem,6,0
1225,361,15,PotentialItem,40,0
1226,362,11,Point::Stone,1,0
1227,362,100103,AwakeningItem,7,0
1228,362,5,PotentialItem,500,0
1229,363,11,Point::Stone,1,0
1230,363,100103,AwakeningItem,8,0
1231,363,10,PotentialItem,400,0
1232,363,1012270,Card,2,0
1233,364,11,Point::Stone,1,0
1234,364,100104,AwakeningItem,4,0
1235,364,15,PotentialItem,40,0
1236,365,11,Point::Stone,1,0
1237,365,100104,AwakeningItem,5,0
1238,365,5,PotentialItem,500,0
1239,366,11,Point::Stone,1,0
1240,366,100104,AwakeningItem,6,0
1241,366,10,PotentialItem,400,0
1242,367,11,Point::Stone,1,0
1243,367,100104,AwakeningItem,7,0
1244,367,15,PotentialItem,40,0
1245,368,11,Point::Stone,1,0
1246,368,100104,AwakeningItem,8,0
1247,368,5,PotentialItem,500,0
1248,368,10,PotentialItem,400,0
1249,368,15,PotentialItem,40,0
1250,368,1012270,Card,3,0
1251,369,1005480,Card,1,765122
1252,370,11,Point::Stone,1,0
1253,370,100111,AwakeningItem,1,0
1254,370,2,PotentialItem,370,0
1255,371,11,Point::Stone,1,0
1256,371,100111,AwakeningItem,1,0
1257,371,7,PotentialItem,270,0
1258,372,11,Point::Stone,1,0
1259,372,100111,AwakeningItem,1,0
1260,372,12,PotentialItem,20,0
1261,373,11,Point::Stone,1,0
1262,373,100111,AwakeningItem,1,0
1263,373,2,PotentialItem,370,0
1264,374,11,Point::Stone,1,0
1265,374,100111,AwakeningItem,1,0
1266,374,7,PotentialItem,270,0
1267,374,1012240,Card,1,0
1268,375,11,Point::Stone,1,0
1269,375,100111,AwakeningItem,1,0
1270,375,12,PotentialItem,20,0
1271,376,11,Point::Stone,1,0
1272,376,100111,AwakeningItem,2,0
1273,376,2,PotentialItem,370,0
1274,377,11,Point::Stone,1,0
1275,377,100111,AwakeningItem,2,0
1276,377,7,PotentialItem,270,0
1277,378,11,Point::Stone,1,0
1278,378,100111,AwakeningItem,2,0
1279,378,12,PotentialItem,20,0
1280,379,11,Point::Stone,1,0
1281,379,100111,AwakeningItem,3,0
1282,379,2,PotentialItem,370,0
1283,379,7,PotentialItem,270,0
1284,379,12,PotentialItem,20,0
1285,379,1012240,Card,1,0
1286,380,11,Point::Stone,1,0
1287,380,100112,AwakeningItem,1,0
1288,380,2,PotentialItem,430,0
1289,381,11,Point::Stone,1,0
1290,381,100112,AwakeningItem,1,0
1291,381,7,PotentialItem,330,0
1292,382,11,Point::Stone,1,0
1293,382,100112,AwakeningItem,2,0
1294,382,12,PotentialItem,30,0
1295,383,11,Point::Stone,1,0
1296,383,100112,AwakeningItem,2,0
1297,383,2,PotentialItem,430,0
1298,384,11,Point::Stone,1,0
1299,384,100112,AwakeningItem,4,0
1300,384,7,PotentialItem,330,0
1301,384,1012240,Card,2,0
1302,385,11,Point::Stone,1,0
1303,385,100112,AwakeningItem,4,0
1304,385,12,PotentialItem,30,0
1305,386,11,Point::Stone,1,0
1306,386,100112,AwakeningItem,5,0
1307,386,2,PotentialItem,430,0
1308,387,11,Point::Stone,1,0
1309,387,100112,AwakeningItem,6,0
1310,387,7,PotentialItem,330,0
1311,388,11,Point::Stone,1,0
1312,388,100112,AwakeningItem,7,0
1313,388,12,PotentialItem,30,0
1314,389,11,Point::Stone,1,0
1315,389,100112,AwakeningItem,8,0
1316,389,2,PotentialItem,430,0
1317,389,7,PotentialItem,330,0
1318,389,12,PotentialItem,30,0
1319,389,1012240,Card,2,0
1320,390,11,Point::Stone,1,0
1321,390,100113,AwakeningItem,4,0
1322,390,2,PotentialItem,500,0
1323,391,11,Point::Stone,1,0
1324,391,100113,AwakeningItem,5,0
1325,391,7,PotentialItem,400,0
1326,392,11,Point::Stone,1,0
1327,392,100113,AwakeningItem,6,0
1328,392,12,PotentialItem,40,0
1329,393,11,Point::Stone,1,0
1330,393,100113,AwakeningItem,7,0
1331,393,2,PotentialItem,500,0
1332,394,11,Point::Stone,1,0
1333,394,100113,AwakeningItem,8,0
1334,394,7,PotentialItem,400,0
1335,394,1012240,Card,2,0
1336,395,11,Point::Stone,1,0
1337,395,100114,AwakeningItem,4,0
1338,395,12,PotentialItem,40,0
1339,396,11,Point::Stone,1,0
1340,396,100114,AwakeningItem,5,0
1341,396,2,PotentialItem,500,0
1342,397,11,Point::Stone,1,0
1343,397,100114,AwakeningItem,6,0
1344,397,7,PotentialItem,400,0
1345,398,11,Point::Stone,1,0
1346,398,100114,AwakeningItem,7,0
1347,398,12,PotentialItem,40,0
1348,399,11,Point::Stone,1,0
1349,399,100114,AwakeningItem,8,0
1350,399,2,PotentialItem,500,0
1351,399,7,PotentialItem,400,0
1352,399,12,PotentialItem,40,0
1353,399,1012240,Card,3,0
1354,400,1005480,Card,1,765122
1355,401,11,Point::Stone,1,0
1356,401,100121,AwakeningItem,1,0
1357,401,4,PotentialItem,370,0
1358,402,11,Point::Stone,1,0
1359,402,100121,AwakeningItem,1,0
1360,402,9,PotentialItem,270,0
1361,403,11,Point::Stone,1,0
1362,403,100121,AwakeningItem,1,0
1363,403,14,PotentialItem,20,0
1364,404,11,Point::Stone,1,0
1365,404,100121,AwakeningItem,1,0
1366,404,4,PotentialItem,370,0
1367,405,11,Point::Stone,1,0
1368,405,100121,AwakeningItem,1,0
1369,405,9,PotentialItem,270,0
1370,405,1012260,Card,1,0
1371,406,11,Point::Stone,1,0
1372,406,100121,AwakeningItem,1,0
1373,406,14,PotentialItem,20,0
1374,407,11,Point::Stone,1,0
1375,407,100121,AwakeningItem,2,0
1376,407,4,PotentialItem,370,0
1377,408,11,Point::Stone,1,0
1378,408,100121,AwakeningItem,2,0
1379,408,9,PotentialItem,270,0
1380,409,11,Point::Stone,1,0
1381,409,100121,AwakeningItem,2,0
1382,409,14,PotentialItem,20,0
1383,410,11,Point::Stone,1,0
1384,410,100121,AwakeningItem,3,0
1385,410,4,PotentialItem,370,0
1386,410,9,PotentialItem,270,0
1387,410,14,PotentialItem,20,0
1388,410,1012260,Card,1,0
1389,411,11,Point::Stone,1,0
1390,411,100122,AwakeningItem,1,0
1391,411,4,PotentialItem,430,0
1392,412,11,Point::Stone,1,0
1393,412,100122,AwakeningItem,1,0
1394,412,9,PotentialItem,330,0
1395,413,11,Point::Stone,1,0
1396,413,100122,AwakeningItem,2,0
1397,413,14,PotentialItem,30,0
1398,414,11,Point::Stone,1,0
1399,414,100122,AwakeningItem,2,0
1400,414,4,PotentialItem,430,0
1401,415,11,Point::Stone,1,0
1402,415,100122,AwakeningItem,4,0
1403,415,9,PotentialItem,330,0
1404,415,1012260,Card,2,0
1405,416,11,Point::Stone,1,0
1406,416,100122,AwakeningItem,4,0
1407,416,14,PotentialItem,30,0
1408,417,11,Point::Stone,1,0
1409,417,100122,AwakeningItem,5,0
1410,417,4,PotentialItem,430,0
1411,418,11,Point::Stone,1,0
1412,418,100122,AwakeningItem,6,0
1413,418,9,PotentialItem,330,0
1414,419,11,Point::Stone,1,0
1415,419,100122,AwakeningItem,7,0
1416,419,14,PotentialItem,30,0
1417,420,11,Point::Stone,1,0
1418,420,100122,AwakeningItem,8,0
1419,420,4,PotentialItem,430,0
1420,420,9,PotentialItem,330,0
1421,420,14,PotentialItem,30,0
1422,420,1012260,Card,2,0
1423,421,11,Point::Stone,1,0
1424,421,100123,AwakeningItem,4,0
1425,421,4,PotentialItem,500,0
1426,422,11,Point::Stone,1,0
1427,422,100123,AwakeningItem,5,0
1428,422,9,PotentialItem,400,0
1429,423,11,Point::Stone,1,0
1430,423,100123,AwakeningItem,6,0
1431,423,14,PotentialItem,40,0
1432,424,11,Point::Stone,1,0
1433,424,100123,AwakeningItem,7,0
1434,424,4,PotentialItem,500,0
1435,425,11,Point::Stone,1,0
1436,425,100123,AwakeningItem,8,0
1437,425,9,PotentialItem,400,0
1438,425,1012260,Card,2,0
1439,426,11,Point::Stone,1,0
1440,426,100124,AwakeningItem,4,0
1441,426,14,PotentialItem,40,0
1442,427,11,Point::Stone,1,0
1443,427,100124,AwakeningItem,5,0
1444,427,4,PotentialItem,500,0
1445,428,11,Point::Stone,1,0
1446,428,100124,AwakeningItem,6,0
1447,428,9,PotentialItem,400,0
1448,429,11,Point::Stone,1,0
1449,429,100124,AwakeningItem,7,0
1450,429,14,PotentialItem,40,0
1451,430,11,Point::Stone,1,0
1452,430,100124,AwakeningItem,8,0
1453,430,4,PotentialItem,500,0
1454,430,9,PotentialItem,400,0
1455,430,14,PotentialItem,40,0
1456,430,1012260,Card,3,0
1457,431,1005480,Card,1,765122
1458,432,11,Point::Stone,1,0
1459,432,100131,AwakeningItem,1,0
1460,432,3,PotentialItem,370,0
1461,433,11,Point::Stone,1,0
1462,433,100131,AwakeningItem,1,0
1463,433,8,PotentialItem,270,0
1464,434,11,Point::Stone,1,0
1465,434,100131,AwakeningItem,1,0
1466,434,13,PotentialItem,20,0
1467,435,11,Point::Stone,1,0
1468,435,100131,AwakeningItem,1,0
1469,435,3,PotentialItem,370,0
1470,436,11,Point::Stone,1,0
1471,436,100131,AwakeningItem,1,0
1472,436,8,PotentialItem,270,0
1473,436,1012250,Card,1,0
1474,437,11,Point::Stone,1,0
1475,437,100131,AwakeningItem,1,0
1476,437,13,PotentialItem,20,0
1477,438,11,Point::Stone,1,0
1478,438,100131,AwakeningItem,2,0
1479,438,3,PotentialItem,370,0
1480,439,11,Point::Stone,1,0
1481,439,100131,AwakeningItem,2,0
1482,439,8,PotentialItem,270,0
1483,440,11,Point::Stone,1,0
1484,440,100131,AwakeningItem,2,0
1485,440,13,PotentialItem,20,0
1486,441,11,Point::Stone,1,0
1487,441,100131,AwakeningItem,3,0
1488,441,3,PotentialItem,370,0
1489,441,8,PotentialItem,270,0
1490,441,13,PotentialItem,20,0
1491,441,1012250,Card,1,0
1492,442,11,Point::Stone,1,0
1493,442,100132,AwakeningItem,1,0
1494,442,3,PotentialItem,430,0
1495,443,11,Point::Stone,1,0
1496,443,100132,AwakeningItem,1,0
1497,443,8,PotentialItem,330,0
1498,444,11,Point::Stone,1,0
1499,444,100132,AwakeningItem,2,0
1500,444,13,PotentialItem,30,0
1501,445,11,Point::Stone,1,0
1502,445,100132,AwakeningItem,2,0
1503,445,3,PotentialItem,430,0
1504,446,11,Point::Stone,1,0
1505,446,100132,AwakeningItem,4,0
1506,446,8,PotentialItem,330,0
1507,446,1012250,Card,2,0
1508,447,11,Point::Stone,1,0
1509,447,100132,AwakeningItem,4,0
1510,447,13,PotentialItem,30,0
1511,448,11,Point::Stone,1,0
1512,448,100132,AwakeningItem,5,0
1513,448,3,PotentialItem,430,0
1514,449,11,Point::Stone,1,0
1515,449,100132,AwakeningItem,6,0
1516,449,8,PotentialItem,330,0
1517,450,11,Point::Stone,1,0
1518,450,100132,AwakeningItem,7,0
1519,450,13,PotentialItem,30,0
1520,451,11,Point::Stone,1,0
1521,451,100132,AwakeningItem,8,0
1522,451,3,PotentialItem,430,0
1523,451,8,PotentialItem,330,0
1524,451,13,PotentialItem,30,0
1525,451,1012250,Card,2,0
1526,452,11,Point::Stone,1,0
1527,452,100133,AwakeningItem,4,0
1528,452,3,PotentialItem,500,0
1529,453,11,Point::Stone,1,0
1530,453,100133,AwakeningItem,5,0
1531,453,8,PotentialItem,400,0
1532,454,11,Point::Stone,1,0
1533,454,100133,AwakeningItem,6,0
1534,454,13,PotentialItem,40,0
1535,455,11,Point::Stone,1,0
1536,455,100133,AwakeningItem,7,0
1537,455,3,PotentialItem,500,0
1538,456,11,Point::Stone,1,0
1539,456,100133,AwakeningItem,8,0
1540,456,8,PotentialItem,400,0
1541,456,1012250,Card,2,0
1542,457,11,Point::Stone,1,0
1543,457,100134,AwakeningItem,4,0
1544,457,13,PotentialItem,40,0
1545,458,11,Point::Stone,1,0
1546,458,100134,AwakeningItem,5,0
1547,458,3,PotentialItem,500,0
1548,459,11,Point::Stone,1,0
1549,459,100134,AwakeningItem,6,0
1550,459,8,PotentialItem,400,0
1551,460,11,Point::Stone,1,0
1552,460,100134,AwakeningItem,7,0
1553,460,13,PotentialItem,40,0
1554,461,11,Point::Stone,1,0
1555,461,100134,AwakeningItem,8,0
1556,461,3,PotentialItem,500,0
1557,461,8,PotentialItem,400,0
1558,461,13,PotentialItem,40,0
1559,461,1012250,Card,3,0
1560,462,1005480,Card,1,765122
1561,463,11,Point::Stone,1,0
1562,463,100141,AwakeningItem,1,0
1563,463,100151,AwakeningItem,1,0
1564,463,100161,AwakeningItem,1,0
1565,463,1,PotentialItem,370,0
1566,464,11,Point::Stone,1,0
1567,464,100141,AwakeningItem,1,0
1568,464,100151,AwakeningItem,1,0
1569,464,100161,AwakeningItem,1,0
1570,464,6,PotentialItem,270,0
1571,465,11,Point::Stone,1,0
1572,465,100141,AwakeningItem,1,0
1573,465,100151,AwakeningItem,1,0
1574,465,100161,AwakeningItem,1,0
1575,465,11,PotentialItem,20,0
1576,466,11,Point::Stone,1,0
1577,466,100141,AwakeningItem,1,0
1578,466,100151,AwakeningItem,1,0
1579,466,100161,AwakeningItem,1,0
1580,466,1,PotentialItem,370,0
1581,467,11,Point::Stone,1,0
1582,467,100141,AwakeningItem,1,0
1583,467,100151,AwakeningItem,1,0
1584,467,100161,AwakeningItem,1,0
1585,467,6,PotentialItem,270,0
1586,467,1012230,Card,1,0
1587,468,11,Point::Stone,1,0
1588,468,100141,AwakeningItem,1,0
1589,468,100151,AwakeningItem,1,0
1590,468,100161,AwakeningItem,1,0
1591,468,11,PotentialItem,20,0
1592,469,11,Point::Stone,1,0
1593,469,100141,AwakeningItem,2,0
1594,469,100151,AwakeningItem,2,0
1595,469,100161,AwakeningItem,2,0
1596,469,1,PotentialItem,370,0
1597,470,11,Point::Stone,1,0
1598,470,100141,AwakeningItem,2,0
1599,470,100151,AwakeningItem,2,0
1600,470,100161,AwakeningItem,2,0
1601,470,6,PotentialItem,270,0
1602,471,11,Point::Stone,1,0
1603,471,100141,AwakeningItem,2,0
1604,471,100151,AwakeningItem,2,0
1605,471,100161,AwakeningItem,2,0
1606,471,11,PotentialItem,20,0
1607,472,11,Point::Stone,1,0
1608,472,100141,AwakeningItem,3,0
1609,472,100151,AwakeningItem,3,0
1610,472,100161,AwakeningItem,3,0
1611,472,1,PotentialItem,370,0
1612,472,6,PotentialItem,270,0
1613,472,11,PotentialItem,20,0
1614,472,1012230,Card,1,0
1615,473,11,Point::Stone,1,0
1616,473,100142,AwakeningItem,1,0
1617,473,100152,AwakeningItem,1,0
1618,473,100162,AwakeningItem,1,0
1619,473,2,PotentialItem,430,0
